"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 04:40:03 GMT 2024","Tue Mar 26 04:40:04 GMT 2024","1164","","Add and Remove item from the cart","","","","Add and Remove item from the cart",""
