"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 26 04:43:00 GMT 2024","Tue Mar 26 04:43:01 GMT 2024","1259","","Add and purchase the item","","","","Add and purchase the item",""
